QKEY	F_RACETHN_RECRUITMENT	THERMO2_THERMTRUMP_W23	VALIDATED_VOTER_2016_W23	COMPORT_W23	WEIGHT_W23
707768	3	100	1	1	2.4573976
707793	4	15	1	1	0.078573
707818	1	0	1	1	0.6867934
707850	1	20	1	1	0.5941807
707861	2	25	1	1	0.4783461
707980	1	0	1	1	1.2386891
707994	1	1	1	1	0.5901651
708084	1	0	1	1	1.0752115
708179	9	25	1	1	0.647729
708280	1	60	1	1	0.2411476
708383	1	5	1	1	0.062755
708451	1	50	1	1	8.3768405
708536	2	50	0	3	5.7355734
708688	3	65	1	1	0.27039
708734	1	0	1	1	0.1838865
708801	1	65	1	1	2.1546866
708867	1	0	1	1	0.3054446
708901	1	40	1	1	0.2116441
708956	4	84	0	2	1.3446034
709122	1	0	1	1	0.7870795
709197	1	80	0	3	3.021721
709277	1	90	1	1	1.3386907
709312	1	20	NA	NA	0.5483706
709593	9	95	1	4	8.3768405
709604	1	0	1	1	1.6028954
709677	1	0	1	1	0.1974671
709781	1	1	1	1	0.5244024
710053	1	95	1	1	0.6796788
710173	1	1	1	1	0.4896465
710199	1	20	1	1	0.2625235
710257	2	0	0	3	0.6643841
710339	1	80	NA	NA	0.1614962
710450	1	5	1	1	2.3778023
710458	3	100	0	2	1.1484443
710468	1	0	1	1	0.2381592
710477	1	0	1	1	0.3206959
710576	1	0	0	3	4.6778346
710720	1	65	1	1	0.3383821
710746	1	85	1	1	0.2573831
710762	1	65	0	2	8.3768405
710764	1	70	1	1	2.1146603
710816	2	50	0	3	0.4257312
710918	1	1	1	1	0.7436836
710929	1	80	1	1	0.7024413
710952	1	100	1	1	0.6633632
710957	1	5	1	1	0.4741845
711028	1	0	1	1	0.2735954
711192	3	39	1	1	0.2214715
711217	1	10	1	1	0.422613
711370	1	20	1	1	0.2983353
711429	4	86	NA	NA	0.9332349
711495	1	0	0	3	0.1711088
711503	1	80	1	1	1.0006777
711527	1	60	1	1	1.5016739
711620	1	100	1	1	3.7123356
711889	1	100	0	3	0.5239722
711936	3	40	1	1	0.9197821
712022	1	80	1	1	1.6146246
712090	1	0	1	1	0.4311177
712219	1	100	1	1	2.8393637
712301	2	0	0	3	1.4133156
712312	1	35	0	2	1.830555
712317	4	5	1	1	0.3309042
712392	1	100	1	1	0.3101406
712906	4	60	NA	NA	0.1796575
712917	1	0	1	1	1.492835
712939	1	40	0	3	0.9070743
712971	1	75	1	1	5.7140201
712988	1	90	1	1	0.9954136
713021	2	1	1	1	0.9176572
713049	1	0	1	1	0.519453
713150	1	80	1	1	0.8119715
713158	1	80	0	3	0.7468319
713242	3	0	1	1	0.2594591
713531	1	10	1	1	0.1857577
713534	1	55	1	1	2.2252526
713650	1	100	1	1	0.9554578
714086	1	0	1	1	1.5783072
714116	1	0	1	1	0.1027991
714196	4	15	NA	NA	3.5121695
714240	1	100	1	1	3.8166681
714266	1	10	1	1	0.1828911
714287	1	0	1	1	0.0839914
714617	3	60	0	2	0.5844836
714715	1	40	1	1	1.1456076
714848	4	1	1	1	3.1563966
714868	1	40	1	1	0.4201108
715019	1	10	0	2	0.0968436
715110	1	90	1	1	1.9267895
715162	1	40	1	1	0.36017
715237	1	90	1	1	0.5963321
715250	1	30	1	1	3.8013127
715287	1	0	1	1	1.6894532
715384	1	0	1	1	4.0147207
715393	3	50	NA	NA	4.3451545
715453	1	0	1	1	0.0813756
715486	1	40	1	1	0.7991799
715537	1	80	1	1	0.3115183
715608	2	0	1	1	4.3150709
715655	3	0	1	1	2.4644396
715934	3	0	1	1	0.632817
716158	3	75	1	1	2.6997083
716243	1	100	1	1	0.1484447
716244	1	0	1	1	1.1741768
716254	2	0	0	2	5.5429561
716383	1	0	1	1	0.1854663
716386	4	50	1	1	0.1053627
716429	1	90	1	1	0.3816807
716558	1	0	1	1	2.0732878
716777	1	70	1	1	0.5300195
716854	4	0	1	1	0.574127
717055	1	21	1	1	1.1060729
717297	1	80	1	1	0.2760747
717310	1	100	0	3	1.3337593
717666	1	999	0	3	5.0634133
717762	1	20	0	2	1.2883446
718173	1	100	1	1	0.1898896
718183	1	999	1	1	2.841537
718195	3	100	0	2	1.8296869
718268	1	20	1	1	0.7593837
718333	4	0	1	1	1.2878708
718527	1	50	1	1	0.062755
718594	1	0	1	1	0.1054187
718605	1	0	1	1	3.4216372
718607	1	50	1	1	0.2876085
718655	1	45	0	3	0.3522283
718806	1	60	NA	NA	0.6573152
718928	1	100	1	1	1.0326693
719050	2	50	1	1	0.4120332
719124	1	85	1	1	0.1095179
719411	1	20	1	1	0.8282716
719430	1	25	1	1	0.251467
719526	1	0	1	1	0.2049971
719645	3	0	0	2	0.9849789
719810	1	90	1	1	0.2123431
719892	1	10	1	1	0.076219
720178	1	0	1	1	0.5153097
720346	2	40	0	2	8.3768405
720429	1	25	1	1	0.3946646
720440	1	100	1	1	3.1130273
720445	3	999	NA	NA	8.3768405
720654	1	100	0	2	0.9331962
720777	3	50	0	2	1.4825287
720786	3	95	1	1	0.33341
720793	1	40	1	1	1.3829357
720853	2	0	0	3	0.0658982
720855	2	0	1	1	0.3180877
720932	1	100	1	1	0.4578831
721048	1	0	0	3	2.7296513
721167	1	40	1	1	0.062755
721229	4	15	1	1	3.0635377
721277	1	100	0	2	3.8013127
721403	1	10	1	1	0.1052594
721460	2	0	0	2	0.2179493
721482	1	30	1	1	0.6063034
721507	1	10	1	1	0.5133809
721545	1	10	0	3	0.5355656
721560	1	90	1	1	0.5493121
721589	1	30	0	2	8.3768405
721611	1	100	0	3	3.6404341
721626	1	45	NA	NA	0.0947445
721747	3	20	NA	NA	0.3176807
721901	1	75	0	2	0.8998008
722032	1	0	1	1	3.4343974
722130	1	100	1	1	0.3706082
722225	1	40	1	1	0.0675901
722264	3	0	1	1	0.3283772
722360	1	50	1	1	1.3582782
722612	2	10	1	1	1.7044693
722617	1	0	1	1	1.6611168
722811	1	95	0	2	0.7222155
723107	1	15	1	1	0.2977722
723240	1	100	1	1	5.1053649
723329	1	0	1	1	0.3479827
723496	9	0	1	1	1.0173747
723561	1	0	1	1	0.3634033
723634	1	20	1	1	0.8864584
723758	1	5	0	3	0.062755
723860	1	80	1	1	0.223682
723886	1	0	1	1	0.6142689
723944	1	100	1	1	0.301357
724043	1	40	0	2	0.2152607
724064	3	0	NA	NA	4.7231935
724172	1	100	1	1	1.0461123
724240	1	50	1	1	0.436431
724338	1	35	NA	NA	0.745048
724403	3	0	0	2	2.417105
724418	1	3	0	2	0.5462232
724470	1	50	1	1	0.3575346
724524	1	30	1	1	1.5954201
724684	2	0	1	1	0.8342097
724701	1	80	1	1	0.3275028
724791	1	15	0	3	1.2565341
724895	1	75	1	1	0.3179317
725373	1	5	1	1	0.1299128
725410	1	60	1	1	0.1725513
725476	4	45	0	2	8.3768405
725561	3	0	1	1	0.567203
726037	1	0	1	1	0.7005136
726121	2	0	1	1	1.3617327
726202	1	60	1	1	0.3898111
726343	1	80	1	1	0.2218274
726421	1	0	1	1	1.7790189
726450	1	75	1	1	0.4991062
726699	1	60	0	3	0.199637
726794	2	0	NA	NA	0.0945777
726963	1	75	0	3	1.4317009
727271	4	8	NA	NA	1.5069046
201501115596	2	100	0	3	1.6538543
201501116284	1	0	1	1	0.2254211
201501116636	1	60	1	1	0.2002835
201501116990	1	25	1	1	0.178711
201501117200	1	0	NA	NA	0.2391275
201501118352	1	0	1	1	0.1059461
201501118902	1	20	1	1	0.4341922
201501118947	1	100	1	1	3.6472179
201501118992	1	40	0	2	1.9780673
201501119723	1	80	1	1	0.2674029
201501120501	3	80	0	2	0.3916747
201501120917	1	0	1	1	0.4197098
201501121312	1	0	1	1	1.6789593
201501121366	1	0	1	1	1.4261748
201501121470	1	0	1	1	1.2653165
201501121676	1	50	1	1	0.5268026
201501122274	1	0	1	1	0.2139622
201501122386	1	5	0	3	0.1282952
201501122694	1	0	1	1	0.8142685
201501122831	1	0	0	2	8.3768405
201501123118	2	50	1	1	0.8229772
201501123196	1	10	1	1	0.084936
201501123370	2	0	0	2	4.710283
201501123485	2	999	1	1	0.4449053
201501123756	9	80	1	1	0.1497949
201501123812	1	50	1	1	0.2323029
201501124109	1	80	0	3	0.0976425
201501124146	1	100	1	1	0.2148151
201501124295	1	0	1	1	0.1144854
201501124578	9	1	NA	NA	0.1872673
201501125077	1	85	1	1	0.2089509
201501125098	1	40	1	1	0.3609245
201501125369	2	0	1	1	1.6995066
201501125638	2	50	0	3	5.3107391
201501126064	1	75	1	1	0.5588827
201501126328	1	80	1	1	1.0081287
201501126872	1	25	1	1	0.1601681
201501126948	1	10	1	1	0.1922233
201501127058	1	0	1	1	0.1286957
201501127185	1	90	1	1	1.2270365
201501127244	1	0	1	1	3.494973
201501127373	3	100	0	2	1.8052317
201501127492	1	10	1	1	0.1077382
201501128270	1	10	1	1	1.0376037
201501128394	1	25	1	1	0.1909554
201501128618	1	75	1	1	0.4981616
201501128639	1	50	0	3	1.2268979
201501128684	1	90	1	1	0.1588615
201501129116	2	0	0	3	0.6734324
201501129502	4	95	0	3	1.0426693
201501130100	3	0	1	1	1.3552423
201501130193	1	80	0	2	0.8329525
201501130348	1	75	1	1	0.3778899
201501130561	9	75	1	1	0.2345312
201501130661	2	30	0	2	2.9408396
201501130738	1	100	1	1	0.6328646
201501130822	2	1	1	1	0.2177926
201501130861	1	100	1	1	0.0797217
201501131070	1	50	1	1	0.2575832
201501131385	1	80	1	1	0.4270402
201501131825	1	2	0	3	0.0804351
201501131831	1	20	1	1	0.1126158
201501132449	1	50	0	3	0.1447309
201501132694	1	20	1	1	0.606455
201501132727	1	0	1	1	0.1484306
201501133040	1	0	1	1	1.3940495
201501133880	1	10	1	1	0.1554333
201501134096	1	90	1	1	0.431719
201501134223	1	90	1	1	0.747988
201501134505	1	66	0	2	1.610177
201501134797	1	20	NA	NA	0.1634431
201501134833	2	50	0	2	0.1227229
201501135193	1	0	1	1	1.0628473
201501135308	1	100	1	1	2.3150404
201501135898	1	30	1	1	0.1818923
201501135971	1	40	1	1	0.2787315
201501136007	3	0	0	3	2.8538976
201501136088	3	30	1	1	1.1599334
201501136478	4	90	1	1	0.5166024
201501136603	2	100	1	1	0.2060215
201501136658	1	100	1	1	0.1525134
201501136674	1	0	1	1	0.2086132
201501136677	1	75	1	1	1.7597696
201501137284	4	40	0	2	0.9331624
201501137331	1	0	1	1	0.7875192
201501137351	1	85	1	1	0.1430146
201501137504	1	1	1	1	0.0932749
201501138779	1	80	1	1	0.5550012
201501138941	3	0	1	1	0.2145782
201501139307	2	0	1	1	0.3230164
201501140066	1	95	1	1	0.5819902
201501140481	3	0	0	2	0.2364163
201501140690	1	70	1	1	0.4490098
201501140758	1	20	1	1	0.062755
201501140868	1	55	NA	NA	0.4296016
201501141262	1	100	1	1	0.2892156
201501141484	1	0	NA	NA	0.1338087
201501141976	1	0	1	1	0.1210864
201501142216	1	0	0	2	1.1270624
201501142391	1	100	0	3	8.3768405
201501142584	2	1	1	1	0.321628
201501142655	1	50	NA	NA	1.098765
201501142984	1	65	1	1	0.2099913
201501143029	1	98	NA	NA	1.0561328
201501143861	1	70	1	1	0.2221686
201501144142	2	0	1	1	0.2605137
201501144178	1	25	1	1	0.1960764
201501144247	1	100	0	2	0.3996431
201501144267	2	0	1	1	0.2186261
201501144662	1	0	1	1	0.5117879
201501144719	1	100	1	1	0.4635681
201501144785	1	50	1	1	0.1329667
201501145023	4	100	1	1	0.4186017
201501145170	1	2	1	1	0.4972422
201501145218	1	90	1	1	0.2331552
201501145728	1	55	1	1	0.1490081
201501146068	2	0	1	1	0.6871652
201501146307	1	70	0	2	1.2120096
201501146773	9	100	1	1	0.2521705
201501146850	1	50	1	1	2.8476542
201501147228	1	90	1	1	0.2386837
201501147548	1	75	1	1	2.3571487
201501147653	1	60	1	1	0.2706123
201501148011	1	80	1	1	3.2873287
201501148076	4	0	1	1	0.6702624
201501149791	1	0	1	1	0.4690728
201501151839	1	60	0	3	1.3010895
201501153045	1	10	1	1	0.1127615
201501157252	1	0	1	1	0.5754586
201501157549	1	10	0	3	0.7517944
201501160555	1	65	NA	NA	0.473342
201501160842	1	90	1	1	0.524676
201501163862	1	0	1	1	0.0842706
201501165099	1	0	NA	NA	0.1954938
201501165357	1	0	1	1	0.4493668
201501165942	1	0	1	1	0.1431766
201501167736	1	70	1	1	0.3263639
201501168221	2	10	1	1	0.3394584
201501168376	3	0	0	2	5.2191828
201501168853	1	0	1	1	0.466689
201501169636	1	0	0	3	0.1628119
201501169644	4	80	1	1	0.2290331
201501169888	1	10	1	1	0.1125558
201501170138	1	100	0	3	0.2834164
201501172402	3	0	1	4	0.3401377
201501172561	1	0	1	1	0.3838934
201501172566	1	75	1	1	1.0295091
201501173112	1	90	NA	NA	0.7402976
201501173352	3	30	0	2	1.4396797
201501174946	1	0	1	1	0.6527632
201501175124	1	90	1	1	0.61377
201501175156	1	60	1	1	1.0080646
201501175652	2	40	1	1	0.2092994
201501175921	1	90	1	1	0.1547505
201501176920	1	0	1	1	0.1395333
201501176961	1	100	1	1	0.9000156
201501177102	3	70	1	1	0.1322111
201501177410	1	0	0	2	3.7352512
201501177557	4	30	1	1	0.7086101
201501177961	4	70	1	1	0.3051488
201501178382	1	10	1	1	0.1266508
201501178408	1	90	NA	NA	0.3355892
201501178541	1	15	1	1	0.6239679
201501178698	1	0	NA	NA	0.1211216
201501178726	2	45	0	2	1.1599029
201501178728	1	0	0	3	2.6271843
201501179036	4	75	NA	NA	0.2899466
201501179248	9	70	0	3	1.6715086
201501179448	1	70	1	1	0.3529775
201501179962	1	100	1	1	0.3009285
201501180086	1	65	0	2	0.0696487
201501180088	1	100	1	1	0.3217429
201501180373	9	85	1	1	0.1140851
201501180969	1	0	NA	NA	0.6034856
201501181026	1	80	1	1	0.1335564
201501181039	1	0	1	1	0.6191378
201501181047	1	5	1	1	2.4504167
201501181320	3	0	1	1	0.1870455
201501181519	1	80	1	1	1.3040577
201501181567	1	90	NA	NA	1.1175362
201501182197	1	0	1	1	0.0773789
201501182789	1	100	1	1	0.2020477
201501183244	1	5	1	1	0.0934646
201501183931	4	30	0	2	0.2962047
201501183953	4	80	1	1	0.8433922
201501184279	3	100	1	1	0.7189412
201501184385	1	5	1	1	0.1516256
201501184483	1	20	1	1	0.4256278
201501185365	1	70	NA	NA	0.2702401
201501185367	1	5	1	1	0.1422047
201501185559	1	1	1	1	0.2014519
201501185978	1	50	1	1	0.1138897
201501186003	1	0	0	2	0.2265275
201501186191	1	90	1	1	0.4777172
201501186971	1	10	0	2	0.3055493
201501187034	1	75	1	1	0.0803885
201501187063	1	100	1	1	0.8740628
201501187625	1	70	NA	NA	0.1553344
201501187714	3	0	1	1	0.2106739
201501187815	1	50	1	1	0.108475
201501188271	1	100	1	1	1.6477318
201501188379	2	0	1	1	1.7355324
201501188489	1	1	1	1	0.1155311
201501188684	1	75	1	1	1.1653822
201501188762	1	0	1	1	1.0327968
201501188766	1	80	1	1	2.5287939
201501188906	1	90	1	1	0.069841
201501188973	1	75	1	1	2.1617407
201501189045	1	0	1	1	0.062755
201501189101	1	0	NA	NA	0.3721661
201501189514	1	42	0	3	0.062755
201501189624	2	50	1	1	1.9172852
201501190468	1	100	1	1	0.1746636
201501190797	1	80	1	1	1.905659
201501191086	1	90	1	1	0.1483981
201501191201	1	90	1	1	0.4922371
201501191504	1	85	1	1	3.0076559
201501192101	1	100	NA	NA	1.4895696
201501192179	1	0	NA	NA	0.9027499
201501192451	1	80	1	1	0.6477144
201501192927	4	50	1	1	0.1499906
201501193440	1	100	1	1	0.6909574
201501193958	1	40	1	1	0.327811
201501199534	1	35	1	1	0.2671369
201501205057	1	90	1	1	1.9068308
201501205082	1	50	1	1	0.1637108
201501205091	1	100	1	1	3.1678695
201501205093	1	1	1	1	0.1673692
201501205135	1	10	1	1	0.6219306
201501205164	3	100	1	1	1.8964433
201501205386	1	0	1	1	0.1283009
201501205512	1	50	NA	NA	0.2096454
201501205651	1	50	0	2	1.7898742
201501205658	2	15	1	1	0.2077766
201501205715	1	50	1	1	0.7833884
201501205922	1	85	1	1	0.2323178
201501206809	4	0	1	1	0.1440666
201501207458	1	75	1	1	0.0786792
201501207489	3	60	1	1	1.5548312
201501207520	1	10	0	2	0.6418327
201501208149	1	80	1	1	0.895591
201501208167	1	40	0	3	3.0419321
201501208389	1	100	1	1	2.3099664
201501208552	1	80	1	1	0.1150152
201501209107	1	75	1	1	0.1792209
201501209397	1	85	1	1	0.8343707
201501209439	3	50	1	1	0.0943276
201501209523	2	25	1	1	0.1706843
201501209553	1	100	1	1	1.0164021
201501209614	1	30	1	1	0.278598
201501210043	1	0	1	1	0.1769772
201501210266	1	75	1	1	0.2181819
201501210328	1	85	1	1	0.0977246
201501210646	3	0	1	1	0.138854
201501210798	1	0	1	1	0.1091185
201501210850	2	30	1	1	1.6962705
201501211025	1	98	1	1	0.2993733
201501211090	1	10	1	1	7.0262615
201501211143	1	97	0	2	0.8305767
201501211689	1	10	1	1	0.2353033
201501211764	1	50	1	1	8.3768405
201501211988	1	85	1	1	0.4789428
201501212038	2	50	0	3	2.5994725
201501212445	1	0	0	2	3.5802684
201501212726	1	10	1	1	0.1331405
201501212731	1	0	1	1	0.062755
201501213011	1	75	1	1	0.1567709
201501213199	4	2	0	2	0.2004374
201501213816	1	0	1	1	0.1464029
201501214482	1	0	1	1	0.4617725
201501214537	1	10	1	1	3.2632899
201501214617	1	50	1	1	0.3505406
201501214635	1	90	1	1	2.2851862
201501215131	2	50	0	2	0.5188699
201501215439	1	100	1	1	0.2042354
201501215458	1	0	1	1	0.062755
201501215513	4	40	1	1	1.2563211
201501215742	1	10	NA	NA	0.2159582
201501215891	1	50	1	1	0.1091141
201501216517	2	0	1	1	0.2018426
201501216609	1	0	1	1	1.1949343
201501216631	3	50	1	1	0.173055
201501216784	1	100	1	1	0.4283064
201501217241	4	90	1	1	0.1496825
201501217432	1	0	1	1	0.3610705
201501217477	2	1	0	3	0.8560038
201501217988	1	60	NA	NA	0.3424895
201501218559	1	0	1	1	0.2454686
201501218597	1	68	1	1	0.1632383
201501218600	2	0	1	1	0.7964556
201501218773	1	0	0	3	0.1211781
201501218898	2	65	1	1	0.5249727
201501219026	2	999	0	3	5.9946756
201501219104	1	0	1	1	0.1282701
201501219188	1	3	1	1	0.1032604
201501219197	1	100	1	1	0.2680967
201501219256	1	75	1	1	0.1273605
201501219482	1	90	1	1	0.2762808
201501220071	1	100	1	1	0.4456552
201501220514	1	75	0	2	0.6024452
201501220686	1	100	0	3	2.3096154
201501221504	1	0	1	1	0.4329305
201501221521	1	10	1	1	0.1252404
201501221553	1	90	1	1	0.222782
201501221633	1	0	1	1	0.078633
201501221923	1	80	1	1	0.6342816
201501221976	1	10	1	1	0.1650905
201501222027	1	75	1	1	0.3073759
201501222080	1	90	1	1	0.2912451
201501222086	1	70	1	1	0.1421038
201501222377	1	70	1	1	0.1646778
201501222410	2	0	1	1	0.2844349
201501222530	1	60	0	2	0.4868625
201501222747	1	45	1	1	0.5779864
201501222804	1	90	1	1	0.2170261
201501223048	1	25	1	1	0.1498846
201501223286	1	85	1	1	0.1332377
201501223352	1	75	1	1	0.0672252
201501223663	1	90	NA	NA	0.3975286
201501223774	2	0	1	1	0.1668846
201501223790	1	50	1	1	0.2032679
201501223925	1	0	1	1	0.5849824
201501224413	1	85	1	1	0.062755
201501224498	1	50	1	1	0.4441123
201501224838	1	25	1	1	0.0974388
201501225403	1	85	1	1	0.1344007
201501225863	1	100	1	1	0.4651804
201501226033	2	0	0	2	8.3768405
201501226436	4	0	0	3	0.2726443
201501226622	1	100	1	1	1.1374067
201501227046	2	20	1	1	0.3177509
201501227553	1	0	NA	NA	0.3402745
201501227556	1	33	0	2	0.8680076
201501227817	1	10	1	1	0.1866978
201501227831	1	0	1	1	0.066481
201501227864	4	50	NA	NA	6.4800996
201501228073	4	75	1	1	0.2129825
201501228115	2	0	0	2	2.2740021
201501228741	1	75	1	1	0.15877550000000001
201501228955	1	5	1	1	0.1152906
201501229039	2	0	0	3	0.2510924
201501229075	1	50	0	2	0.8242476
201501229126	2	95	1	1	0.2693861
201501229134	1	100	1	1	0.7369745
201501229169	2	0	1	1	0.3972432
201501229296	1	95	1	1	0.3990482
201501229317	2	0	1	1	3.063058
201501229748	1	50	1	1	0.2108443
201501230065	2	50	1	1	8.3768405
201501230321	1	60	1	1	0.3044639
201501230519	1	5	1	1	0.333668
201501230542	1	100	0	2	0.9388226
201501230751	1	60	1	1	0.3997884
201501230831	4	100	1	1	0.2836952
201501231316	1	25	1	1	0.7959262
201501231472	1	90	NA	NA	1.2912347
201501231823	1	25	NA	NA	0.8479098
201501231955	1	50	1	1	0.1024257
201501232113	1	100	1	1	0.2049858
201501232254	1	0	0	2	0.5827104
201501232614	2	0	0	2	1.136206
201501232842	1	50	NA	NA	1.1494235
201501232857	1	0	0	2	0.3692763
201501233008	1	99	NA	NA	0.1700393
201501233240	1	100	0	3	0.2570146
201501233328	2	80	1	1	0.2112972
201501233536	1	0	NA	NA	0.2197494
201501233600	3	50	NA	NA	0.2029514
201501233790	1	0	1	1	0.8818311
201501233847	1	95	1	1	0.4292491
201501234167	1	100	1	1	2.4409311
201501234238	1	0	1	1	0.0705218
201501234677	1	0	1	1	0.1005747
201501234826	1	75	1	1	0.8879668
201501235360	1	50	0	2	0.7129058
201501235597	4	1	1	1	0.0703238
201501235637	1	100	1	1	0.1492892
201501236795	1	75	0	3	0.0963923
201501237105	1	100	1	1	2.5218961
201501254771	2	0	0	2	1.2758499
201501255677	1	75	1	1	0.3431093
201501256594	1	0	1	1	0.6485211
201501262569	1	90	1	1	0.1466226
201501265382	1	0	NA	NA	0.2608239
201501265402	1	75	1	1	0.3017934
201501265564	3	10	1	1	0.2205712
201501265578	4	0	0	2	0.6723021
201501265686	1	100	1	1	6.5259891
201501266277	1	10	1	1	0.1631535
201501266522	1	0	1	1	4.4741914
201501266543	1	0	1	1	0.1107218
201501266659	1	45	1	1	0.154627
201501266762	1	30	1	1	1.2622558
201501267121	1	10	1	1	0.8209066
201501267308	1	0	1	1	0.4237965
201501267422	1	10	1	1	0.7513958
201501267487	1	0	1	1	0.4605624
201501267514	1	0	1	1	0.0974604
201501267867	2	100	0	2	4.8884314
201501267906	2	10	1	1	0.2728302
201501268222	1	100	1	1	1.8892178
201501268429	1	10	1	1	0.0761949
201501268777	1	40	0	2	0.1229802
201501268967	1	100	1	1	0.2734127
201501268991	1	90	1	1	0.508785
201501268997	2	2	1	1	1.1915089
201501269070	1	60	1	1	0.1771389
201501269217	1	0	1	1	2.2971406
201501269867	2	0	1	1	2.7660755
201501270442	1	100	1	1	1.6793532
201501270807	1	70	0	3	0.2658638
201501271089	1	15	0	2	0.2361837
201501271635	1	95	1	1	0.221443
201501271883	1	3	1	1	0.5029806
201501272036	3	0	NA	NA	2.542504
201501272054	1	100	NA	NA	0.0654191
201501272090	1	10	1	1	0.1189157
201501272160	3	25	1	1	4.0502231
201501272284	1	70	0	2	1.2256238
201501272567	1	90	1	1	0.1669735
201501272683	1	75	1	1	0.1831372
201501272748	1	100	0	3	0.697886
201501272865	1	100	1	1	8.3768406
201501272917	1	75	1	1	0.7868971
201501272925	1	99	1	1	1.8892178
201501273530	1	75	1	1	1.797727
201501273588	1	5	1	1	0.1719342
201501273825	1	85	1	1	2.5306122
201501273896	1	0	1	1	0.4650675
201501274268	1	0	1	1	0.062755
201501274506	1	1	1	1	0.266749
201501274536	1	30	1	1	0.792341
201501274544	1	0	1	1	0.7016776
201501274670	1	80	1	1	0.3130784
201501274684	9	35	NA	NA	0.1752086
201501275124	1	10	1	1	0.2092001
201501275310	1	0	1	1	0.0888043
201501275434	1	30	1	1	0.448187
201501275440	4	0	1	1	1.4835301
201501275454	3	0	NA	NA	0.0964579
201501275482	1	45	1	1	1.2131082
201501275513	1	0	1	1	0.1532269
201501275601	1	50	1	1	2.2563121
201501275680	2	0	1	1	1.1431484
201501275817	1	90	1	1	0.7111222
201501276134	1	40	1	1	0.4662601
201501276158	1	90	1	1	0.3617268
201501276178	1	50	1	1	0.4180047
201501276677	1	100	1	1	1.3401457
201501277940	1	20	NA	NA	0.1900434
201501278312	1	90	1	1	0.3869705
201501278363	1	75	1	1	0.0645643
201501278367	1	30	1	1	0.2223818
201501278625	1	60	NA	NA	0.1908325
201501279250	4	85	1	1	0.3104156
201501279313	3	50	0	2	0.8499828
201501280069	1	100	1	1	0.1539299
201501280420	1	75	1	1	0.7526515
201501280504	1	45	1	1	0.1307766
201501280688	1	35	1	1	0.1247327
201501280846	1	50	1	1	0.5875044
201501280893	3	0	1	1	0.2754656
201501281314	2	0	1	1	0.2674594
201501281319	1	100	1	1	0.3714487
201501281378	1	70	1	1	0.2940135
201501282056	1	80	1	1	0.0894551
201501282208	1	40	1	1	0.3267498
201501283090	1	0	NA	NA	0.1278346
201501283285	1	75	1	1	0.388205
201501283889	1	60	1	1	0.7897363
201501284156	1	30	1	1	2.3091045
201501284516	1	85	1	1	0.9546845
201501284620	4	50	0	3	1.7639303
201501284640	1	70	1	1	1.0995185
201501285054	1	1	1	1	0.0922753
201501285747	1	20	1	1	0.1435236
201501286539	1	85	1	1	0.8018682
201501339088	3	0	0	3	8.3768405
201501347180	1	0	1	1	0.1855543
201501348046	1	50	1	1	0.3047101
201501348049	1	90	1	1	0.3151795
201501348397	1	0	NA	NA	0.1546335
201501349587	1	0	1	1	0.2379614
201501351680	1	90	1	1	0.1759843
201501354357	1	20	NA	NA	0.3301557
201501354700	1	60	1	1	1.125118
201501359332	3	0	1	1	1.2117473
201501360954	1	100	0	3	0.2229643
201501361353	1	60	1	1	0.1406954
201501402502	2	0	0	3	0.2547211
201501410034	1	0	1	1	0.0800305
201501411089	1	2	1	1	0.2142501
201501413750	1	90	1	1	0.1997907
201501414200	4	50	1	1	0.7648572
201501423673	3	45	1	1	0.4876021
201501453961	1	20	1	1	0.2173732
201501454640	1	55	0	3	0.904565
201501455834	1	0	0	2	1.7976064
201501456584	1	80	1	1	1.3531147
201501457166	1	0	NA	NA	0.4421555
201501458702	1	75	0	3	0.2228849
201501459735	1	45	0	2	6.3100864
201501478179	4	30	0	3	0.1184082
201501482284	2	3	0	3	0.1926539
201501482423	3	50	0	2	5.5346366
201501483260	1	100	0	2	0.3036692
201501485572	1	10	1	1	0.4939233
201501485610	1	90	0	3	2.2718764
201501486651	1	60	1	1	0.4317521
201501487009	1	90	1	1	0.2021692
201501495540	1	50	1	1	0.5813503
201501498078	1	52	1	1	3.3213771
201501499144	2	40	NA	NA	0.3656855
201501499285	9	2	0	3	0.2923184
201501509937	1	65	1	1	1.04998
201501510512	1	0	1	1	0.8246911
201501512322	1	100	0	3	2.9019945
201501536603	2	0	1	1	0.6101011
201501600201	1	0	1	1	0.6264989
201501600406	1	5	1	1	0.3347531
201501600434	2	0	1	1	0.2727593
201501600458	2	0	1	1	0.2266656
201501600500	1	30	1	1	0.573887
201501600624	2	24	0	2	0.8301359
201501600702	1	55	1	1	0.4415696
201501600878	1	87	1	1	0.5885638
201501601006	1	0	1	1	0.3570885
201501601049	1	100	1	1	2.2080307
201501601270	1	90	1	1	0.662269
201501601377	1	100	1	1	1.019027
201501601464	1	95	1	1	0.3010546
201501601490	1	10	1	1	0.1395333
201501601533	1	10	NA	NA	0.1764237
201501601719	1	2	1	1	0.4130623
201501601782	1	60	1	1	0.3362772
201501601860	1	60	0	3	1.2499095
201501601862	2	50	0	3	0.1422519
201501601872	3	75	0	2	1.5597803
201501601930	1	25	1	1	0.2589924
201501601992	1	75	1	1	0.2691247
201501602002	1	20	1	1	0.3942604
201501602033	1	25	1	1	0.5425271
201501602641	1	30	NA	NA	0.2377345
201501602650	9	60	NA	NA	1.7513038
